管材类型,f采用值（上限）,f下限,Q_target (m³/s),n_unpr,i_unpr_str,i_unpr_val,D (m),水力计算内径 di (mm),公称外径 DN (mm),公称壁厚 en (mm),PE材料等级,PE公称压力 PN (MPa),PE标准尺寸比 SDR,产品标准,y_unpr (m),v_unpr (m/s),y/D_unpr,V_press (m/s),hf_press (m/km),hf_local_press (m/km),hf_total_press (m/km),h_loss_total (m),hf_press_f下限 (m/km),hf_local_press_f下限 (m/km),hf_total_press_f下限 (m/km),h_loss_total_f下限 (m),净空高度 (m),净空面积 (%),净空高<0.4m,净空面积(%)<15,Q_full_unpr (m³/s),Q_max_unpr (m³/s),加大比例 (%),分类,备注,产品族,产品型式,产品规格ID,公称口径代号,公称口径 (mm),口径基准,产品外径 (mm),产品公称壁厚 (mm),水力内径取值依据,等级体系,等级代码,内衬代号,内衬厚度 (mm),两端最小内径 (mm),两端最大内径 (mm),设计内径允许偏差 (mm),产品规格依据,规格表定位,钢管壁厚选取,钢管尺寸计算过程,钢管所需最小水力内径 (mm),钢管上取公称外径 DN (mm),钢管最小推荐档
HDPE管,94800.0,,1.1,0.014,1/500,0.002,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.802838032971195,2.936189688854323,0.44042845332814845,3.3766181421824717,3.3766181421824717,,,,,,,False,False,0.7110469956571213,0.764877611520151,25.0,兜底,Q>0.7649(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/500,0.002,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.816669374417044,1.5018096876551188,0.7674021560017328,1.236677030920733,1.1949744373996025,0.17924616560994036,1.374220603009543,1.374220603009543,,,,,0.24753062558295602,17.654211376699536,True,False,1.1753454440047104,1.264326298278778,25.0,经济,,PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/500,0.002,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.7103585103131134,1.5421464033201664,0.575095944230176,0.9179694704528816,0.5870467655729117,0.08805701483593675,0.6751037804088484,0.6751037804088484,,,,,0.5248414896868867,40.4745575078645,False,False,1.748784400425379,1.8811780985374968,25.0,经济,,PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/500,0.002,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.6558181322577771,1.5447844863027862,0.46452623052682895,0.7026781491105031,0.310342663049006,0.046551399457350894,0.35689406250635686,0.35689406250635686,,,,,0.7559818677422229,54.51286860135036,False,False,2.497460661045349,2.6865337410230183,25.0,妥协,,PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/500,0.002,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.6194782105893885,1.5374868066726557,0.39005050408600206,0.5552549263800154,0.1769871659687705,0.026548074895315577,0.2035352408640861,0.2035352408640861,,,,,0.9687217894106116,63.88554854778445,False,False,3.4186189352536966,3.6774293427368923,25.0,兜底,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/500,0.002,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,0.5923482342982561,1.5265926233977067,0.33564609831043524,0.4496885333565594,0.10703406702630475,0.01605511005394571,0.12308917708025045,0.12308917708025045,,,,,1.172451765701744,70.54299054873614,False,False,4.528539597459092,4.871377802219459,25.0,兜底,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1865.5275976459582,45518648.07149919,6827797.210724878,52346445.28222407,52346445.28222407,,,,,,,False,False,5.547015600479326e-05,5.966958681315613e-05,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1130.3618117322112,13780057.655643132,2067008.6483464697,15847066.3039896,15847066.3039896,,,,,,,False,False,0.0001081861474596065,0.00011637650193852124,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,723.4315595086154,4753245.794370735,712986.8691556102,5466232.663526345,5466232.663526345,,,,,,,False,False,0.0001961545367187871,0.00021100463745810777,25.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,456.3344691083812,1583864.2697063384,237579.64045595075,1821443.9101622892,1821443.9101622892,,,,,,,False,False,0.00036259119948489204,0.0003900415757525649,25.0,兜底,Q>0.0004(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,321.5251375593845,687123.7610750836,103068.56416126255,790192.3252363462,790192.3252363462,,,,,,,False,False,0.0005783291032958937,0.0006221121612260675,25.0,兜底,Q>0.0006(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,223.28134552735037,287965.4757885126,43194.82136827689,331160.2971567895,331160.2971567895,,,,,,,False,False,0.0009404268873152726,0.0010116229669380392,25.0,兜底,Q>0.0010(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,149.4693304769866,110569.17905476181,16585.376858214273,127154.5559129761,127154.5559129761,,,,,,,False,False,0.0016059259131974795,0.0017275043481895678,25.0,兜底,Q>0.0017(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,115.329289034677,59573.52984151807,8936.02947622771,68509.55931774578,68509.55931774578,,,,,,,False,False,0.0022692140915358625,0.002441007507187035,25.0,兜底,Q>0.0024(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,91.97556924475614,34728.51616171799,5209.277424257699,39937.79358597569,39937.79358597569,,,,,,,False,False,0.003068303477636572,0.0033005928577544224,25.0,兜底,Q>0.0033(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,70.447336613283,18385.87791816938,2757.8816877254067,21143.759605894786,21143.759605894786,,,,,,,False,False,0.0043783336470560015,0.004709800340698432,25.0,兜底,Q>0.0047(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,55.679642458232394,10490.91471850662,1573.637207775993,12064.551926282613,12064.551926282613,,,,,,,False,False,0.005991465198528926,0.006445055838147137,25.0,兜底,Q>0.0064(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,45.111887198940664,6350.550545240488,952.5825817860731,7303.133127026561,7303.133127026561,,,,,,,False,False,0.007932443071121844,0.008532977632726015,25.0,兜底,Q>0.0085(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,35.6529527403717,3623.056679498912,543.4585019248368,4166.515181423749,4166.515181423749,,,,,,,False,False,0.010855944645080714,0.011677806195145473,25.0,兜底,Q>0.0117(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,28.83232225866925,2183.4349327262717,327.5152399089407,2510.9501726352123,2510.9501726352123,,,,,,,False,False,0.014408611344180358,0.015499431539083884,25.0,兜底,Q>0.0155(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.24680000000000002,246.8,280,16.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,22.993892311189036,1272.8380465445941,190.9257069816891,1463.7637535262832,1463.7637535262832,,,,,,,False,False,0.019482512672631916,0.020957458298072384,25.0,兜底,Q>0.0210(Q_max_unpr),PE,,PE|PE100|PN1|dn280,DN,280.0,公称外径,280.0,16.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.2776,277.6,315,18.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,18.174558940889476,726.3546259015733,108.95319388523599,835.3078197868093,835.3078197868093,,,,,,,False,False,0.026658954772113462,0.028677201051772218,25.0,兜底,Q>0.0287(Q_max_unpr),PE,,PE|PE100|PN1|dn315,DN,315.0,公称外径,315.0,18.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,14.31427363448408,410.9955964518993,61.64933946778489,472.6449359196842,472.6449359196842,,,,,,,False,False,0.03665241017975702,0.03942722228766462,25.0,兜底,Q>0.0394(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,11.265181359255875,232.1255418201322,34.81883127301983,266.944373093152,266.944373093152,,,,,,,False,False,0.05044413829699654,0.054263068758403914,25.0,兜底,Q>0.0543(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,8.904250801560357,132.46987099367078,19.870480649050617,152.3403516427214,152.3403516427214,,,,,,,False,False,0.06902373341621734,0.07424925310992868,25.0,兜底,Q>0.0742(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,7.214625926931433,80.19869634053285,12.029804451079928,92.22850079161277,92.22850079161277,,,,,,,False,False,0.09137832660030068,0.09829622601830099,25.0,兜底,Q>0.0983(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,,,,5.748473077797259,46.65090455311042,6.997635682966563,53.64854023607698,53.64854023607698,,,,,,,False,False,0.12370624444607871,0.1330715653957591,25.0,兜底,Q>0.1331(Q_max_unpr),PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.543639735222369,26.621690337300386,3.9932535505950577,30.614943887895443,30.614943887895443,,,,,,,False,False,0.16927381139850226,0.1820888764683471,25.0,兜底,Q>0.1821(Q_max_unpr),PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.5762814181642435,15.040487876330628,2.2560731814495942,17.296561057780224,17.296561057780224,,,,,,,False,False,0.23292675511294367,0.2505607381763545,25.0,兜底,Q>0.2506(Q_max_unpr),PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.8162953398139687,8.507654626751163,1.2761481940126744,9.783802820763839,9.783802820763839,,,,,,,False,False,0.3203003127931266,0.3445490097204525,25.0,兜底,Q>0.3445(Q_max_unpr),PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.224940551598646,4.849330276178624,0.7273995414267936,5.576729817605417,5.576729817605417,,,,,,,False,False,0.4385681371647384,0.47177043330785295,25.0,兜底,Q>0.4718(Q_max_unpr),PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.802838032971195,2.936189688854323,0.44042845332814845,3.3766181421824717,3.3766181421824717,,,,,,,False,False,0.5805674408329712,0.6245199546343688,25.0,兜底,Q>0.6245(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.236677030920733,1.1949744373996025,0.17924616560994036,1.374220603009543,1.374220603009543,,,,,,,False,False,0.9596655364388261,1.0323180997216304,25.0,经济,Q>1.0323(Q_max_unpr),PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.8133028601082686,1.314575541649792,0.658438196331176,0.9179694704528816,0.5870467655729117,0.08805701483593675,0.6751037804088484,0.6751037804088484,,,,,0.4218971398917315,30.16989580523991,False,False,1.4278764837270654,1.535975485571987,25.0,经济,,PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.7385196846727394,1.3272909692088732,0.523105032350715,0.7026781491105031,0.310342663049006,0.046551399457350894,0.35689406250635686,0.35689406250635686,,,,,0.6732803153272605,47.059223229000665,False,False,2.039168090745026,2.1935456140922676,25.0,妥协,,PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.6927414212196997,1.3253068011527203,0.436180217365382,0.5552549263800154,0.1769871659687705,0.026548074895315577,0.2035352408640861,0.2035352408640861,,,,,0.8954585787803003,58.103668833732094,False,False,2.7912906721294264,3.002608484947967,25.0,兜底,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/750,0.0013333333333333333,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,0.6597874960603572,1.3182962754044587,0.37385964191996673,0.4496885333565594,0.10703406702630475,0.01605511005394571,0.12308917708025045,0.12308917708025045,,,,,1.1050125039396428,65.88865934415288,False,False,3.6975370979211695,3.9774633199194085,25.0,兜底,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1865.5275976459582,45518648.07149919,6827797.210724878,52346445.28222407,52346445.28222407,,,,,,,False,False,4.803856425203688e-05,5.1675378013514156e-05,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1130.3618117322112,13780057.655643132,2067008.6483464697,15847066.3039896,15847066.3039896,,,,,,,False,False,9.369195203758854e-05,0.00010078500708232837,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,723.4315595086154,4753245.794370735,712986.8691556102,5466232.663526345,5466232.663526345,,,,,,,False,False,0.0001698748118660371,0.00018273537635504688,25.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,456.3344691083812,1583864.2697063384,237579.64045595075,1821443.9101622892,1821443.9101622892,,,,,,,False,False,0.0003140131899425875,0.0003377859131338337,25.0,兜底,Q>0.0003(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,321.5251375593845,687123.7610750836,103068.56416126255,790192.3252363462,790192.3252363462,,,,,,,False,False,0.0005008476952021185,0.0005387649356250148,25.0,兜底,Q>0.0005(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,223.28134552735037,287965.4757885126,43194.82136827689,331160.2971567895,331160.2971567895,,,,,,,False,False,0.0008144335748169518,0.0008760911884201272,25.0,兜底,Q>0.0009(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,149.4693304769866,110569.17905476181,16585.376858214273,127154.5559129761,127154.5559129761,,,,,,,False,False,0.0013907726374247406,0.0014960626506802439,25.0,兜底,Q>0.0015(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,115.329289034677,59573.52984151807,8936.02947622771,68509.55931774578,68509.55931774578,,,,,,,False,False,0.001965197049895683,0.002113974512052498,25.0,兜底,Q>0.0021(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,91.97556924475614,34728.51616171799,5209.277424257699,39937.79358597569,39937.79358597569,,,,,,,False,False,0.0026572287581534096,0.0028583972623648078,25.0,兜底,Q>0.0029(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,70.447336613283,18385.87791816938,2757.8816877254067,21143.759605894786,21143.759605894786,,,,,,,False,False,0.003791748164594668,0.004078806741797446,25.0,兜底,Q>0.0041(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,55.679642458232394,10490.91471850662,1573.637207775993,12064.551926282613,12064.551926282613,,,,,,,False,False,0.005188761067816425,0.005581582084644628,25.0,兜底,Q>0.0056(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,45.111887198940664,6350.550545240488,952.5825817860731,7303.133127026561,7303.133127026561,,,,,,,False,False,0.006869697213665367,0.007389775399865129,25.0,兜底,Q>0.0074(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,35.6529527403717,3623.056679498912,543.4585019248368,4166.515181423749,4166.515181423749,,,,,,,False,False,0.00940152384471754,0.010113276825467279,25.0,兜底,Q>0.0101(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.1,0.014,1/1000,0.001,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,28.83232225866925,2183.4349327262717,327.5152399089407,2510.9501726352123,2510.9501726352123,,,,,,,False,False,0.012478223457316837,0.013422901457064386,25.0,兜底,Q>0.0134(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
